message,label,clean_message
Unable to login sometimes. kindly resolve,1,unable login sometimes kindly resolve
Received a damaged package. please help,1,received damaged package please help
Order arrived late. please help,1,order arrived late please help
Overall experience was okay.,0,overall experience okay
Payment confirmation is pending.,1,payment confirmation pending
Sharing a suggestion for improvement. please help,0,sharing suggestion improvement please help
Payment taken multiple times!!!!,2,payment taken multiple time
My delivery was delayed by two days.,1,delivery delayed two day
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
Payment confirmation is pending. asap,1,payment confirmation pending asap
"I was billed incorrectly, please check.",1,billed incorrectly please check
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
Need help with changing my address.,1,need help changing address
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Unauthorized payment from my card!!!!,2,unauthorized payment card
Just giving feedback about the UI. asap,0,giving feedback ui asap
Order arrived late. please help,1,order arrived late please help
Tracking info is not updating.,1,tracking info updating
"I was charged twice, fix this immediately!!!!",2,charged twice fix immediately
Coupon code is not working. kindly resolve,1,coupon code working kindly resolve
Unauthorized payment from my card!!!!,2,unauthorized payment card
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
I have not received my refund yet. kindly resolve,1,received refund yet kindly resolve
Immediate help needed: account locked with balance inside! asap,2,immediate help needed account locked balance inside asap
Serious complaint: wrong person received my order and details! asap,2,serious complaint wrong person received order detail asap
Feature request: dark mode would be nice. please help,0,feature request dark mode would nice please help
Coupon code is not working.!!!,1,coupon code working
My account has been hacked! kindly resolve,2,account hacked kindly resolve
Immediate help needed: account locked with balance inside!,2,immediate help needed account locked balance inside
General feedback on your website.,0,general feedback website
Coupon code is not working.!!!,1,coupon code working
Prices seem reasonable.!!!,0,price seem reasonable
Serious complaint: wrong person received my order and details!!!!,2,serious complaint wrong person received order detail
Fraud transaction detected on my account!!!!,2,fraud transaction detected account
My delivery was delayed by two days.,1,delivery delayed two day
Data privacy issue — my info is visible to others!,2,data privacy issue info visible others
Your staff was polite. asap,0,staff polite asap
Just giving feedback about the UI. please help,0,giving feedback ui please help
Fraud transaction detected on my account! asap,2,fraud transaction detected account asap
"I was charged twice, fix this immediately! kindly resolve",2,charged twice fix immediately kindly resolve
Tracking info is not updating.!!!,1,tracking info updating
Serious complaint: wrong person received my order and details!,2,serious complaint wrong person received order detail
I have not received my refund yet. please help,1,received refund yet please help
Tracking info is not updating. asap,1,tracking info updating asap
Your staff was polite.,0,staff polite
My delivery was delayed by two days.!!!,1,delivery delayed two day
Immediate help needed: account locked with balance inside!!!!,2,immediate help needed account locked balance inside
The new update is nice.,0,new update nice
Urgent: money deducted but order failed!,2,urgent money deducted order failed
Serious complaint: wrong person received my order and details!!!!,2,serious complaint wrong person received order detail
Prices seem reasonable.,0,price seem reasonable
Payment confirmation is pending.!!!,1,payment confirmation pending
"I was charged twice, fix this immediately!",2,charged twice fix immediately
Need help with changing my address. please help,1,need help changing address please help
Serious complaint: wrong person received my order and details!!!!,2,serious complaint wrong person received order detail
"I was billed incorrectly, please check.",1,billed incorrectly please check
